ID TAREA,TIPO DE TAREA,TAREA,DESCRIPCIÓN,VARIANTES,CATEGORIA,OBJETIVO,ESPACIO,SERIES,TIEMPO SERIES,TIEMPO TOTAL,MATERIAL,IMAGEN TAREA,ENLACE VIDEO DRIVE,ID_ENLACE_VIDEO_DRIVE,VIDEO_DRIVE
T34,ACCIONES COMBINADAS,PAREDES + 1x1,"Inicia el jugador central con el jugador de la derecha, que le devuelve y se preparar para realizar un desmarque de ruptura. Cuando el jugador de la izquierda devuelve a jugador central tendrá que defender. El jugador central pasar el balón al espacio al jugador de la derecha que podrá finalizar antes de llegar al área grande.","Si el defensor no llega a coger al atacante, este cuando llega al área podrá hacer un 1x1 con el portero.","ALEVIN , BENJAMIN",PAREDES,1/2 campo,3,4,15,"BALONES , CHINOS , PETOS",TAREAS_Images/12VFDR129.IMAGEN TAREA.173902.jpg,https://drive.google.com/file/d/1876OBlsp51ydFDQ0gcWVCxiOaG-rYiUy/view?usp=share_link,1876OBlsp51ydFDQ0gcWVCxiOaG-rYiUy,http://drive.google.com/uc?id=1876OBlsp51ydFDQ0gcWVCxiOaG-rYiUy
T35,ACCIONES COMBINADAS,"PIEDRA, PAPEL O TIJERA + 1x1","Salen dos jugadores a la vez enfrentados. Se hace una pequeña coordinación entre los aros y se llega el cono central. Ahí, se juega un piedra, papel o tijera. El que gana ataca y el que pierde defiende.",,"INFANTIL , ALEVIN , BENJAMIN , PREBENJAMIN , SALA",REGATE,30x15,4,3,15,"BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA",TAREAS_Images/12VFDR130.IMAGEN TAREA.173938.jpg,https://drive.google.com/file/d/1706aYfEUvK0sB5QD8lA12MyaoAeYmil3/view?usp=share_link,1706aYfEUvK0sB5QD8lA12MyaoAeYmil3,http://drive.google.com/uc?id=1706aYfEUvK0sB5QD8lA12MyaoAeYmil3
T36,ACCIONES COMBINADAS,PROTEGER + 2x1,"Iniciamos con pase al compañero que está en la zona marcada en el centro. Cuando recibe, el defensor tiene que entrar en ese espacio e intentar robar el balón. El atacante tendrá que protegerlo durante 4 segundos, si lo consigue, entrará un compañero para jugar un 2x1. El defensor si roba podrá marcar gol en porterías pequeñas.",Quitamos al segundo atacante y a los 4 segundos se jugará un 1x1.,"INFANTIL , ALEVIN , BENJAMIN",PROTECCIÓN,20x20,4,3,15,"BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA",TAREAS_Images/12VFDR131.IMAGEN TAREA.174013.jpg,https://drive.google.com/file/d/16cB2pvXByi2Ngkzu9A0OWyzkb4Aps3qu/view?usp=share_link,16cB2pvXByi2Ngkzu9A0OWyzkb4Aps3qu,http://drive.google.com/uc?id=16cB2pvXByi2Ngkzu9A0OWyzkb4Aps3qu
T37,ACCIONES COMBINADAS,REGATE 1x1,"Se inicia con 1x1. El que atacaba, tiene que defender el siguiente ataque. Cada jugador realiza una acción de ataque y otra de defensa. Tiene que ser rápido, dinámico.",,"SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN",REGATE,15x15,4,3,15,"BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA",TAREAS_Images/12VFDR132.IMAGEN TAREA.174035.jpg,https://drive.google.com/file/d/18RUgJ-dbvR3f3MiCM5GnQ07BXsYg9i8T/view?usp=share_link,18RUgJ-dbvR3f3MiCM5GnQ07BXsYg9i8T,http://drive.google.com/uc?id=18RUgJ-dbvR3f3MiCM5GnQ07BXsYg9i8T
T38,ACCIONES COMBINADAS,REGATE 1x1 - 2 ESPACIOS,"Se inicia con 1x1 en una de las zonas. El que atacaba, tiene que defender el siguiente ataque, pero en la otra zona. Cada jugador realiza una acción de ataque y otra de defensa.",,"SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN",REGATE,20x10,4,3,15,"BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA",TAREAS_Images/12VFDR133.IMAGEN TAREA.174118.jpg,https://drive.google.com/file/d/16sBwsJrnjqMjDrkQZtbRxlJ6m8OzT5F1/view?usp=share_link,16sBwsJrnjqMjDrkQZtbRxlJ6m8OzT5F1,http://drive.google.com/uc?id=16sBwsJrnjqMjDrkQZtbRxlJ6m8OzT5F1
T39,ACCIONES COMBINADAS,REGATE 1x1 + FINALIZACIÓN,"Sale un jugador con balón conduciendo y un rival sin balón, en mitad del camino, el que conducía deja el balón para el rival que saldrá en conducción a atacar la portería y el primero tendrá que defender la acción. Cada acción inicia un equipo.",,"CADETE , INFANTIL , ALEVIN",REGATE,1/2 campo,3,3,12,"BALONES , CHINOS , PETOS",TAREAS_Images/12VFDR134.IMAGEN TAREA.174056.jpg,https://drive.google.com/file/d/19D4qNSFEk2_ie8N5C5RXRoypYLg-YSkr/view?usp=share_link,19D4qNSFEk2_ie8N5C5RXRoypYLg-YSkr,http://drive.google.com/uc?id=19D4qNSFEk2_ie8N5C5RXRoypYLg-YSkr
T40,ACCIONES COMBINADAS,REPLIEGUE 2x2,Se inicia la acción con un 2x2 (no hay opción a contra) el jugador que toca por última vez el balón tiene que dar la vuelta al cono más lejano de su portería (da igual el lado) para volver a ayudar en repliegue a su compañero. Cada pareja realiza un ataque y una defensa. Los que atacan tienen que aprovechar el tiempo que le cuesta al rival replegar para intentar marcar gol.,,"SENIOR , JUVENIL , CADETE , INFANTIL",REPLIEGUE,Doble area,4,4,20,"BALONES , CHINOS , PETOS , PORTERIA REGLAMENTARIA",TAREAS_Images/12VFDR135.IMAGEN TAREA.174139.jpg,https://drive.google.com/file/d/18_yYh9tH-pc_WnmbNUzaihnN1F5Hiuyu/view?usp=share_link,18_yYh9tH-pc_WnmbNUzaihnN1F5Hiuyu,http://drive.google.com/uc?id=18_yYh9tH-pc_WnmbNUzaihnN1F5Hiuyu
T41,ACCIONES COMBINADAS,RUEDA PASES CRUZADOS + 1x1,"Iniciamos los dos grupos a la vez, los pases se van a cruzar, hay que dar esa pausa para que no se choquen, levantar la cabeza, mirar al compañero que va a recibir el pase. Cuando se completa, acabamos con 1x1 en el espacio marcado.",,"INFANTIL , ALEVIN , BENJAMIN",PASE,40x40,4,3,15,"BALONES , CHINOS , PORTERIA PEQUEÑA",TAREAS_Images/12VFDR136.IMAGEN TAREA.174212.jpg,https://drive.google.com/file/d/16oQLqxWumE4pe4MGC_WUZwEk3rS_foy9/view?usp=share_link,16oQLqxWumE4pe4MGC_WUZwEk3rS_foy9,http://drive.google.com/uc?id=16oQLqxWumE4pe4MGC_WUZwEk3rS_foy9
T42,ACCIONES COMBINADAS,SAQUES DE BANDA Y ATAQUE EN SUPERIORIDAD,Jugamos en 3 zonas para trabajar el saque de banda y su continuidad. Primero nos centramos en la ejecución del saque de banda. En cada espacio se realizará una continuidad diferente.,"Si el defensor roba, podrá marcar gol.","CADETE , INFANTIL , ALEVIN",SAQUE DE BANDA,30x15,3,3,12,"BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA",TAREAS_Images/12VFDR137.IMAGEN TAREA.174239.jpg,https://drive.google.com/file/d/16W3W_rO3Sb8ZoVHB0iryLQbK-iK95HPs/view?usp=share_link,16W3W_rO3Sb8ZoVHB0iryLQbK-iK95HPs,http://drive.google.com/uc?id=16W3W_rO3Sb8ZoVHB0iryLQbK-iK95HPs
T43,ACCIONES COMBINADAS,SUPERIORIDAD EN BANDA + FINALIZACIÓN,Se inicia primero en un lado y a los 5 segundos en el otro. Buscamos superioridades en banda para acabar en porterías pequeñas. El jugador que inicia sale en carrera para realizar un disparo a portería grande tras dejada de su compañero.,"Contar los goles que consigue cada equipo. Os defensores en inferioridad, si roban y marcan su gol valdrá doble.","SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN",BUSCAR SUPERIORIDADES,1/2 campo,4,3,15,"BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA",TAREAS_Images/12VFDR138.IMAGEN TAREA.174257.jpg,https://drive.google.com/file/d/18kZbK9lhH4aH_UD9fv3F9Akf2GlZeEow/view?usp=share_link,18kZbK9lhH4aH_UD9fv3F9Akf2GlZeEow,http://drive.google.com/uc?id=18kZbK9lhH4aH_UD9fv3F9Akf2GlZeEow
T44,ACCIONES COMBINADAS,TRIANGULACIÓN 1x1,"Se inicia por los dos lados a la vez. Se realiza la secuencia de pases y se acaba con 1x en portería grande. Si el defensor consigue robar, puede marcar en portería pequeña.",,"SENIOR , JUVENIL , CADETE , INFANTIL",FINALIZAR,Campo entero,4,4,20,"BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA",TAREAS_Images/12VFDR139.IMAGEN TAREA.174307.jpg,https://drive.google.com/file/d/1A1K3HEk9TyfqYOTE2pBtV0fqCE3BK8K0/view?usp=share_link,1A1K3HEk9TyfqYOTE2pBtV0fqCE3BK8K0,http://drive.google.com/uc?id=1A1K3HEk9TyfqYOTE2pBtV0fqCE3BK8K0
T45,EVOLUCIONES,DEJAR DE CARA CON INICIO DE PORTERO,"Inicia el portero con un pase con la mano y los siguientes pases se harán con un movimiento previo de desmarque, para dejar de cara y progresar. Importante el momento del desmarque, que no sea muy pronto para no estar quieto esperando.",,"INFANTIL , ALEVIN , BENJAMIN",DEJAR DE CARA,1/2 campo,3,4,12,"BALONES , CHINOS",TAREAS_Images/12VFDR140.IMAGEN TAREA.174821.jpg,https://drive.google.com/file/d/19l6cV5jxp2LXRjlFQSGwdDfDDIcvwyTR/view?usp=share_link,19l6cV5jxp2LXRjlFQSGwdDfDDIcvwyTR,http://drive.google.com/uc?id=19l6cV5jxp2LXRjlFQSGwdDfDDIcvwyTR
T46,EVOLUCIONES,DESPEJE CENTROS LATERALES,"Trabajo específico para defensas. Trabajaremos el despeje, ya sea de cabeza o con el pie de centros laterales y frontales. Los defensores tendrán que despejar el balón a zonas menos peligrosas. Trabajo también de coberturas al compañero.",,"SENIOR , JUVENIL , CADETE , INFANTIL",DEFENSA CENTROS LATERALES,1/2 campo,4,3,15,"BALONES , CHINOS",TAREAS_Images/12VFDR141.IMAGEN TAREA.174844.jpg,https://drive.google.com/file/d/16nxg7Cf9vSurWyK38Dkf7U1NWf_MYsN6/view?usp=share_link,16nxg7Cf9vSurWyK38Dkf7U1NWf_MYsN6,http://drive.google.com/uc?id=16nxg7Cf9vSurWyK38Dkf7U1NWf_MYsN6
T47,EVOLUCIONES,DESPEJE DE CABEZA + EVITAR GOL,"Se inicia con un saque de banda, que trabajaremos la correcta ejecución. El saque de banda ira dirigido a una de las porterías, el defensor tendrá que evitar el gol con la cabeza y rápidamente tratar de evitar el gol en la otra portería con el pie. El primer despeje de cabeza, pondremos una portería. Orientada hacia dónde queremos que el defensor mande el despeje.",,"SENIOR , JUVENIL , CADETE , INFANTIL",GOLPEO DE CABEZA,50x25,4,3,15,"BALONES , CHINOS , PETOS , PORTERIA PEQUEÑA",TAREAS_Images/12VFDR142.IMAGEN TAREA.174908.jpg,https://drive.google.com/file/d/16tMhURUSzfKcCGmlEUBCK45CmlJ5rtp3/view?usp=share_link,16tMhURUSzfKcCGmlEUBCK45CmlJ5rtp3,http://drive.google.com/uc?id=16tMhURUSzfKcCGmlEUBCK45CmlJ5rtp3
T48,EVOLUCIONES,DESPEJE DE CABEZA + SALIDA,"Trabajo específico para defensas. El jugador que despeja tendrá que acercarse a los jugadores laterales para despejar un balón aéreo con la cabeza y en el jugador central, controlar un pase hacia una de las porterías, conducir y pase de precisión a la portería.",,"SENIOR , JUVENIL , CADETE , INFANTIL",GOLPEO DE CABEZA,1/2 campo,4,3,15,"BALONES , CHINOS , PORTERIA PEQUEÑA",TAREAS_Images/12VFDR143.IMAGEN TAREA.175320.jpg,https://drive.google.com/file/d/17aU_580db79XJ3IcyF1gBJO7gsd6fbVm/view?usp=share_link,17aU_580db79XJ3IcyF1gBJO7gsd6fbVm,http://drive.google.com/uc?id=17aU_580db79XJ3IcyF1gBJO7gsd6fbVm
T49,EVOLUCIONES,DESPEJES + TAPAR CENTRO LATERAL,"Trabajo específico para defensas. Los jugadores que defienden tendrán que despejar dos centros laterales, recibir un pase, conducir y pase de presión a las porterías pequeñas y por último tapar el centro lateral. En esta última acción no pueden robar, solo tienen que tapar y evitar que el rival centre.",,"SENIOR , JUVENIL , CADETE , INFANTIL",DESPEJES,1/2,4,3,15,"BALONES , CHINOS , PORTERIA PEQUEÑA",TAREAS_Images/12VFDR144.IMAGEN TAREA.175342.jpg,https://drive.google.com/file/d/16U53LTPVERSZkBJDgBbjwanfyYIsUQ1Z/view?usp=share_link,16U53LTPVERSZkBJDgBbjwanfyYIsUQ1Z,http://drive.google.com/uc?id=16U53LTPVERSZkBJDgBbjwanfyYIsUQ1Z
T50,EVOLUCIONES,DIFERENTES FINALIZACIONES,"Colocamos 5 postas, el jugador que está en la posta central, tendrá que continuar cada jugada en las diferentes postas para que sus compañeros finalicen con disparo a portería o centro y remate.",,"SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN",FINALIZAR,1/2 campo,4,3,15,"BALONES , CHINOS",TAREAS_Images/12VFDR145.IMAGEN TAREA.175414.jpg,https://drive.google.com/file/d/18-WjU83bq1KOZxo3PtXhklvcTSKLl6kO/view?usp=share_link,18-WjU83bq1KOZxo3PtXhklvcTSKLl6kO,http://drive.google.com/uc?id=18-WjU83bq1KOZxo3PtXhklvcTSKLl6kO
T51,EVOLUCIONES,FINALIZACIÓN 3 POSTAS,"Dividimos al grupo en 3 zonas. Tendremos que dar una secuencia de pases y finalizar. En la zona amarilla se finaliza con la pierna derecha, en la zona roja se finaliza con la pierna buena de cada jugador y, por último, en la zona naranja se finaliza con la izquierda.",,"SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN",FINALIZAR,1/2 campo,4,3,15,"BALONES , CHINOS",TAREAS_Images/12VFDR146.IMAGEN TAREA.175526.jpg,https://drive.google.com/file/d/193c7Uw22JP7UYUeCgf4b2g3efjAEfXYj/view?usp=share_link,193c7Uw22JP7UYUeCgf4b2g3efjAEfXYj,http://drive.google.com/uc?id=193c7Uw22JP7UYUeCgf4b2g3efjAEfXYj
T52,EVOLUCIONES,FINALIZACIÓN EN CARRERA,"Jugamos por equipos. Sale un jugador en carrera, da la vuelta al cono y sin controlar, finaliza a portería grande. De un lado con la pierna derecha y del otro con la izquierda.",Control obligatorio antes del disparo.,"SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN",FINALIZAR,Area grande,3,4,15,"BALONES , CHINOS",TAREAS_Images/12VFDR147.IMAGEN TAREA.175559.jpg,https://drive.google.com/file/d/19yZsqOXnklXjPJO4FPVpJEtNm40Pw_L0/view?usp=share_link,19yZsqOXnklXjPJO4FPVpJEtNm40Pw_L0,http://drive.google.com/uc?id=19yZsqOXnklXjPJO4FPVpJEtNm40Pw_L0
T53,EVOLUCIONES,FINALIZACIÓN PARED,"Realizamos una pared con compañero dando pase entre conos para que finalice. Si no pasa entre los conos la pared, no cuenta el disparo. Lo hacemos por equipo. Los porteros uno con cada equipo. Cada serie en una zona para tirar con ambas piernas.",,"SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN",FINALIZAR,1/2 campo,3,4,15,"BALONES , CHINOS , PICAS",TAREAS_Images/12VFDR148.IMAGEN TAREA.175638.jpg,https://drive.google.com/file/d/17VjVk7x7KR47kCnsKmxV5-RoHz_FvKCV/view?usp=share_link,17VjVk7x7KR47kCnsKmxV5-RoHz_FvKCV,http://drive.google.com/uc?id=17VjVk7x7KR47kCnsKmxV5-RoHz_FvKCV
T54,EVOLUCIONES,FINALIZACIÓN PASE INTERIOR,"El jugador que inicia tiene que meter un pase interior entre cono y pica, para el desmarque del compañero a la espalda de la pica. Cuando recibe tiene un control y tiro para finalizar.",Dar una pared y después el pase interior y el desmarque.,"SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN",FINALIZAR,1/2 campo,3,4,15,"BALONES , CHINOS , PICAS",TAREAS_Images/12VFDR149.IMAGEN TAREA.175659.jpg,https://drive.google.com/file/d/19aIvJkOqg0-ixgpi1P6z4t-OF1asDs24/view?usp=share_link,19aIvJkOqg0-ixgpi1P6z4t-OF1asDs24,http://drive.google.com/uc?id=19aIvJkOqg0-ixgpi1P6z4t-OF1asDs24
T55,EVOLUCIONES,FINALIZACIONES AREA,"Lo hacemos por parejas. Cada jugador remata 2 centros laterales, teniendo que hacer un cambio de posición en cada uno de ellos y ocupar diferentes zonas de remate. La última acción será un pase interior del compañero y definir en el mano a mano con el portero.",,"SENIOR , JUVENIL , CADETE , INFANTIL",FINALIZAR,1/2 campo,3,4,15,"BALONES , CHINOS , PICAS",TAREAS_Images/12VFDR150.IMAGEN TAREA.175716.jpg,https://drive.google.com/file/d/1AVbh6mJhLFLaZBNsmjI9dwPqn37iOpPg/view?usp=share_link,1AVbh6mJhLFLaZBNsmjI9dwPqn37iOpPg,http://drive.google.com/uc?id=1AVbh6mJhLFLaZBNsmjI9dwPqn37iOpPg
T56,EVOLUCIONES,FINALIZACIONES CON DESMARQUE,"Iniciamos con pase al compañero que realiza un movimiento de desmarque hacia un lado del cono, el siguiente compañero tendrá que desmarcarse hacia el otro lado, realizar un control orientado y finalizar. En los lados, los desmarques están obligados, en el centro, el segundo jugador elige lado y el tercero se desmarca según el anterior.",,"INFANTIL , ALEVIN , BENJAMIN",FINALIZAR,1/2 campo,3,4,15,"BALONES , CHINOS",TAREAS_Images/12VFDR151.IMAGEN TAREA.175809.jpg,https://drive.google.com/file/d/16ox4NBEIKbyLxMqMAvvY8RrpAXmyxE8r/view?usp=share_link,16ox4NBEIKbyLxMqMAvvY8RrpAXmyxE8r,http://drive.google.com/uc?id=16ox4NBEIKbyLxMqMAvvY8RrpAXmyxE8r
T57,EVOLUCIONES,FINALIZACIONES EN BLOQUE,"Iniciamos con un disparo del jugador 1. Después jugadores 2 y 3 se intercambian balones y jugador 2 finaliza. Jugador 3 conduce y centra para jugador 1 y 2. Cuando acaba, jugador 4 deja el balón de cara a jugador 3 que finaliza. Por último, jugador 5 inicia de nuevo con jugador 1 y 2 que abre para que jugador 5 saque un centro al área donde entrarán jugadores 1,2 y 3.",,"SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN",FINALIZAR,1/2 campo,3,4,15,"BALONES , CHINOS",TAREAS_Images/12VFDR152.IMAGEN TAREA.175843.jpg,https://drive.google.com/file/d/1AVUi_O18vJ_XoHcyKFmpvDu39K8bU7Dz/view?usp=share_link,1AVUi_O18vJ_XoHcyKFmpvDu39K8bU7Dz,http://drive.google.com/uc?id=1AVUi_O18vJ_XoHcyKFmpvDu39K8bU7Dz
T58,EVOLUCIONES,FINALIZACIONES POR EQUIPOS,"Dividimos al grupo en equipos. Ponemos las 4 postas, el jugador central tendrá que dar la pared a los demás compañeros para que estos finalicen a portería grande.",,"SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN",FINALIZAR,1/2 campo,3,4,15,"BALONES , CHINOS",TAREAS_Images/12VFDR153.IMAGEN TAREA.175906.jpg,https://drive.google.com/file/d/17X2l8tUr8UWY1-j1TOKgZrSV0JiAHZ4n/view?usp=share_link,17X2l8tUr8UWY1-j1TOKgZrSV0JiAHZ4n,http://drive.google.com/uc?id=17X2l8tUr8UWY1-j1TOKgZrSV0JiAHZ4n
T59,EVOLUCIONES,FINALIZACIONES x3,"Dividimos al grupo en equipos. Ponemos las 4 postas, el jugador de la derecha tendrá que dar la pared a los demás compañeros para que estos finalicen a portería grande.",,"SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN",FINALIZAR,1/2 campo,3,4,15,"BALONES , CHINOS",TAREAS_Images/12VFDR154.IMAGEN TAREA.175929.jpg,https://drive.google.com/file/d/1AaZ97iiUVdDn6nPUyfOadCJU-NsOMykR/view?usp=share_link,1AaZ97iiUVdDn6nPUyfOadCJU-NsOMykR,http://drive.google.com/uc?id=1AaZ97iiUVdDn6nPUyfOadCJU-NsOMykR
T60,EVOLUCIONES,FINALIZACIONES x4,"Dividimos al grupo en 5 postas. El jugador 2 dará el pase a jugador 1 para que finalice, el jugador 3 se lo dará al jugador 2, el jugador 4 se lo dará a jugador 3 y, por último, el jugador 5 centrara para jugador 4.",,"SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN",FINALIZAR,1/2 campo,3,4,15,"BALONES , CHINOS",TAREAS_Images/12VFDR155.IMAGEN TAREA.180014.jpg,https://drive.google.com/file/d/1ASFs69h9QdDj4QYc6rzexpcMiTBvem3Q/view?usp=share_link,1ASFs69h9QdDj4QYc6rzexpcMiTBvem3Q,http://drive.google.com/uc?id=1ASFs69h9QdDj4QYc6rzexpcMiTBvem3Q
T61,EVOLUCIONES,FINALIZACIONES x5,"Inicia jugador 1 con una conducción y un disparo, seguido jugador 2 pared con jugador 1 y finaliza. Después, jugador 3 pared con jugador 2 y centro para jugadores 1 y 2. Jugador 4 pasará a jugador 3 que finaliza, jugador 5 centrará lejano y jugadores 1,2 y3 atacaran y jugador 4 defenderá. Por último, jugador 5 realizará una pared para centrar y jugadores 1,2 y 3 atacaran y jugador 4 defenderá.",,"SENIOR , JUVENIL , CADETE , INFANTIL , ALEVIN , BENJAMIN",FINALIZAR,1/2 campo,3,4,15,"BALONES , CHINOS",TAREAS_Images/12VFDR156.IMAGEN TAREA.180035.jpg,https://drive.google.com/file/d/16XhaeQVwDFcqdtTGWxkbkKJA8LkPUti8/view?usp=share_link,16XhaeQVwDFcqdtTGWxkbkKJA8LkPUti8,http://drive.google.com/uc?id=16XhaeQVwDFcqdtTGWxkbkKJA8LkPUti8
T62,EVOLUCIONES,INICIO 1-3-3-1,"Se inicia con portero jugando para central. Este avanzara, fijará y pasará a jugador libre, si es lateral, este tendrá que jugar con mediocentro para jugar al otro lado y el extremo realizara un centro y rematan delantero y banda contraria. Si el primer pase es a medio centro, el delantero bajara a jugar de espaldas y devolver al mediocentro para lanzar al otro lado y realizar la misma acción, centro y remate.",,"ALEVIN , BENJAMIN",PROGRESAR,3/4 campo,4,3,15,"BALONES , CHINOS",TAREAS_Images/12VFDR157.IMAGEN TAREA.180121.jpg,https://drive.google.com/file/d/16RjpRNHVc41i2xK69sVjoyAOF2Gu8AyM/view?usp=share_link,16RjpRNHVc41i2xK69sVjoyAOF2Gu8AyM,http://drive.google.com/uc?id=16RjpRNHVc41i2xK69sVjoyAOF2Gu8AyM
T63,EVOLUCIONES,INICIO 1-3-3-1 TOMA DE DECISIÓN,"Iniciamos desde el portero, el central cuando da el pase al extremo le tiene que decir solo o cuidado. Si es solo, se girará y realizará un ataque sin oposición los 3 delanteros y los demás realizarán un 2x1 en la portería donde se ha iniciado el juego. Si es cuidado, dejará de cara al mediocentro y este empezará un ataque sin oposición donde participa todo el equipo.",,"ALEVIN , BENJAMIN",PROGRESAR,3/4 campo,4,3,15,"BALONES , CHINOS",TAREAS_Images/12VFDR158.IMAGEN TAREA.180142.jpg,https://drive.google.com/file/d/19l4MjkEcYm-1igjzR1YoqHxXD1yf1ol8/view?usp=share_link,19l4MjkEcYm-1igjzR1YoqHxXD1yf1ol8,http://drive.google.com/uc?id=19l4MjkEcYm-1igjzR1YoqHxXD1yf1ol8
T64,EVOLUCIONES,INICIO CON INTERIOR,"Iniciamos con central que avanza para fijar y jugar por dentro con interior que viene de espaldas a recibir. Deja de cara a mediocentro y abre al lateral que sube por su banda. Ahora realizamos un ataque. Pasando a delantero que hace de boya y gira por el otro lado, extremo recibe dentro para que lateral salga por fuera, juega con él y este centra al área donde el delantero rematara.",,"SENIOR , JUVENIL , CADETE , INFANTIL",PROGRESAR,1/2 campo,4,3,15,"BALONES , CHINOS",TAREAS_Images/12VFDR159.IMAGEN TAREA.180234.jpg,https://drive.google.com/file/d/19F1FGZ0KoBPknPUChNxQpp5Sm4bKZKCo/view?usp=share_link,19F1FGZ0KoBPknPUChNxQpp5Sm4bKZKCo,http://drive.google.com/uc?id=19F1FGZ0KoBPknPUChNxQpp5Sm4bKZKCo
T65,EVOLUCIONES,INICIO CON LATERAL,"Iniciamos con portero en largo con lateral al estar los centrales marcados. Al realizar este pase, todos se acercan a lateral por si el control no es bueno. Una vez tengamos el balón en nuestro poder, progresaremos hasta lateral contrario.",,"SENIOR , JUVENIL , CADETE , INFANTIL",PROGRESAR,1/2 campo,4,3,15,"BALONES , CHINOS",TAREAS_Images/12VFDR160.IMAGEN TAREA.180319.jpg,https://drive.google.com/file/d/16aC1hA_UaUwxORbJXDscjP188GpPTkcY/view?usp=share_link,16aC1hA_UaUwxORbJXDscjP188GpPTkcY,http://drive.google.com/uc?id=16aC1hA_UaUwxORbJXDscjP188GpPTkcY
T66,EVOLUCIONES,PASE + CONDUCCION,"Hacemos dos espacios y 2 equipos por cada espacio. Jugamos dos pases a los lados de la pica inicial, para después realizar una conducción dando la vuelta entera a la segunda pica y finalizar en la portería pequeña. El que primero marca, consigue el punto. Jugamos por equipos. Los amarillos de una zona suman puntos con los de la otra y lo mismo los rojos.",,"INFANTIL , ALEVIN , BENJAMIN",PASE,25x10,4,3,15,"BALONES , CHINOS , PORTERIA PEQUEÑA",TAREAS_Images/12VFDR161.IMAGEN TAREA.180612.jpg,https://drive.google.com/file/d/16hc9kuX5nRMZ77dIO1P8WfcH3QD8h0jL/view?usp=share_link,16hc9kuX5nRMZ77dIO1P8WfcH3QD8h0jL,http://drive.google.com/uc?id=16hc9kuX5nRMZ77dIO1P8WfcH3QD8h0jL
